iter	Logloss
392	0.1343723332
393	0.1341149655
394	0.1339641726
395	0.1337879945
396	0.1335181654
397	0.133268679
398	0.1330377228
399	0.1328616289
400	0.132695766
401	0.1325195668
402	0.132385543
403	0.1321899466
404	0.1319847581
405	0.13179768
406	0.13160279
407	0.1314352267
408	0.1312389705
409	0.1310620252
410	0.1308989952
411	0.1307694801
412	0.1305694629
413	0.1304104241
414	0.130283838
415	0.1300399985
416	0.1298026801
417	0.1295627806
418	0.1294058399
419	0.129218038
420	0.1290891622
421	0.1289128244
422	0.1286574195
423	0.1285243986
424	0.1283935099
425	0.1281725307
426	0.1280377426
427	0.127888847
428	0.1277132353
429	0.1274308539
430	0.1272587688
431	0.127069497
432	0.1268034537
433	0.1267017607
434	0.1265732222
435	0.1263192379
436	0.1261029543
437	0.1259800222
438	0.1257667399
439	0.1256080491
440	0.1253035101
441	0.1251659885
442	0.1249970656
443	0.1248236608
444	0.1246592533
445	0.1245360884
446	0.1243464004
447	0.1241827533
448	0.1240217627
449	0.1238624269
450	0.123690125
451	0.1234870181
452	0.1233237566
453	0.1231672904
454	0.1230274352
455	0.1228640228
456	0.1227100207
457	0.1225202568
458	0.1224247555
459	0.122113161
460	0.1219489385
461	0.1217662221
462	0.1216538382
463	0.1215286676
464	0.1214414729
465	0.1212142605
466	0.121022641
467	0.1208806805
468	0.1207491768
469	0.1206344298
470	0.1204515012
471	0.1203253352
472	0.1201338385
473	0.1200286083
474	0.1198362545
475	0.1196390492
476	0.1193973953
477	0.11925702
478	0.1190477431
479	0.118907061
480	0.1187697794
481	0.118672737
482	0.1185089339
483	0.118393967
484	0.1182361504
485	0.1181065402
486	0.1179466446
487	0.1178157956
488	0.1176786969
489	0.1175210856
490	0.1172872933
491	0.1171459529
492	0.1169506876
493	0.1168166814
494	0.1167218414
495	0.116546605
496	0.1164388432
497	0.1161738226
498	0.1160175096
499	0.1158009768
