iter	Passed	Remaining
361	1311	500
362	1324	500
363	1342	501
364	1359	502
365	1371	502
366	1384	501
367	1394	500
368	1407	499
369	1419	498
370	1427	496
371	1439	495
372	1448	493
373	1464	493
374	1475	491
375	1489	491
376	1500	489
377	1508	486
378	1517	484
379	1530	483
380	1534	479
381	1538	475
382	1541	470
383	1546	467
384	1549	462
385	1555	459
386	1563	456
387	1566	452
388	1568	447
389	1572	443
390	1577	439
391	1580	435
392	1583	431
393	1585	426
394	1588	422
395	1595	418
396	1598	414
397	1603	410
398	1608	407
399	1611	402
400	1614	398
401	1617	394
402	1623	390
403	1626	386
404	1630	382
405	1633	378
406	1636	373
407	1641	370
408	1647	366
409	1649	362
410	1652	357
411	1657	354
412	1659	349
413	1662	345
414	1667	341
415	1674	338
416	1677	333
417	1680	329
418	1682	325
419	1689	321
420	1692	317
421	1696	313
422	1699	309
423	1704	305
424	1706	301
425	1712	297
426	1716	293
427	1721	289
428	1724	285
429	1726	281
430	1731	277
431	1736	273
432	1739	269
433	1742	264
434	1747	261
435	1753	257
436	1757	253
437	1761	249
438	1764	245
439	1768	241
440	1772	237
441	1775	233
442	1783	229
443	1790	225
444	1793	221
445	1798	217
446	1802	213
447	1805	209
448	1808	205
449	1812	201
450	1817	197
451	1821	193
452	1826	189
453	1831	185
454	1834	181
455	1837	177
456	1841	173
457	1844	169
458	1849	165
459	1851	161
460	1854	156
461	1857	152
462	1860	148
463	1864	144
464	1868	140
465	1871	136
466	1875	132
467	1879	128
468	1882	124
469	1885	120
470	1889	116
471	1892	112
472	1897	108
473	1899	104
474	1903	100
475	1907	96
476	1914	92
477	1916	88
478	1920	84
479	1923	80
480	1928	76
481	1932	72
482	1938	68
483	1943	64
484	1946	60
485	1952	56
486	1955	52
487	1960	48
488	1963	44
489	1965	40
490	1968	36
491	1971	32
492	1979	28
493	1984	24
494	1992	20
495	1995	16
496	1998	12
497	2000	8
498	2004	4
499	2008	0
