iter	Passed	Remaining
0	2	1229
1	5	1354
2	7	1294
3	10	1260
4	12	1228
5	14	1214
6	17	1204
7	20	1253
8	22	1239
9	25	1227
10	27	1226
11	29	1216
12	32	1211
13	35	1230
14	37	1197
15	39	1190
16	41	1185
17	43	1155
18	45	1154
19	48	1153
20	52	1198
21	55	1201
22	57	1186
23	59	1181
24	61	1176
25	65	1190
26	68	1192
27	71	1200
28	73	1198
29	76	1195
30	78	1189
31	83	1214
32	85	1209
33	87	1204
34	90	1199
35	92	1195
36	95	1191
37	99	1204
38	101	1201
39	104	1196
40	106	1191
41	108	1187
42	112	1198
43	115	1196
44	117	1191
45	120	1187
46	122	1182
47	125	1178
48	128	1184
49	131	1180
50	133	1176
51	136	1172
52	138	1168
53	140	1164
54	144	1172
55	147	1169
56	150	1167
57	152	1163
58	155	1160
59	157	1156
60	161	1162
61	164	1158
62	166	1157
63	169	1154
64	171	1150
65	174	1146
66	178	1152
67	180	1147
68	183	1143
69	185	1140
70	188	1137
71	191	1140
72	194	1136
73	196	1133
74	199	1129
75	201	1125
76	204	1121
77	207	1120
78	210	1120
79	212	1116
80	215	1112
81	217	1108
82	219	1104
83	223	1106
84	226	1104
85	228	1100
86	231	1097
87	233	1094
88	236	1091
89	240	1094
90	242	1091
91	245	1087
92	247	1084
93	250	1080
94	252	1077
95	256	1078
96	258	1075
97	261	1071
98	263	1069
99	266	1065
100	268	1061
101	272	1065
102	275	1063
103	278	1062
104	281	1058
105	284	1056
106	287	1056
107	290	1053
108	292	1050
109	295	1046
110	297	1043
111	300	1039
112	303	1040
113	306	1039
114	309	1037
115	313	1036
116	316	1036
117	320	1035
118	322	1033
119	325	1029
120	327	1026
121	330	1022
122	332	1018
123	335	1018
124	338	1016
125	341	1014
126	344	1012
127	350	1018
128	354	1018
129	356	1015
130	359	1011
131	361	1008
132	364	1005
133	369	1010
134	372	1007
135	376	1006
136	378	1004
137	381	1000
138	385	1000
139	387	997
140	390	993
141	393	991
142	395	988
143	399	987
144	402	984
145	404	981
146	407	978
147	410	975
148	413	974
149	418	976
150	422	976
151	426	975
152	429	973
153	433	974
154	436	971
155	439	970
156	442	966
157	445	964
158	454	975
159	457	972
160	460	969
161	466	972
162	468	969
163	471	966
164	474	963
165	477	960
166	482	962
167	486	960
168	488	957
169	491	954
170	494	950
171	498	950
172	501	947
173	503	943
174	506	939
175	508	936
176	512	934
177	514	931
178	517	927
179	520	924
180	522	920
181	525	917
182	529	917
183	532	913
184	534	910
185	538	908
186	541	905
187	545	905
188	548	902
189	553	903
190	557	901
191	564	904
192	567	902
193	569	899
194	573	896
195	578	897
196	582	895
197	585	893
198	588	889
199	590	886
200	595	885
201	598	882
202	601	879
203	603	875
204	606	872
205	610	871
206	617	873
207	620	870
208	622	867
209	627	866
210	631	864
211	634	861
212	637	858
213	645	862
214	650	862
215	654	860
216	663	864
217	666	861
218	668	858
219	671	854
220	674	851
221	677	847
222	679	844
223	683	841
224	689	842
225	694	842
226	699	841
227	704	840
228	707	836
229	709	832
230	712	829
231	714	825
232	717	821
233	720	818
234	722	815
235	725	811
236	728	808
237	731	805
238	739	807
239	742	803
240	744	800
241	747	796
242	753	796
243	756	793
244	759	790
245	762	787
246	765	784
247	768	780
248	771	777
249	778	778
250	783	777
251	786	773
252	793	774
253	798	773
254	801	769
255	804	766
256	806	763
257	814	763
258	817	760
259	819	756
260	822	753
261	825	749
262	830	748
263	833	745
264	836	741
265	839	738
266	842	734
267	847	733
268	850	729
269	853	726
270	857	724
271	866	726
272	872	725
273	881	726
274	886	724
275	888	721
276	892	718
277	901	720
278	908	720
279	917	720
280	928	723
281	931	720
282	935	717
283	938	714
284	943	711
285	951	711
286	955	708
287	960	706
288	963	703
289	967	700
290	971	697
291	975	695
292	978	691
293	983	688
294	985	685
295	992	683
296	995	680
297	997	676
298	1000	672
299	1003	669
300	1010	667
301	1013	664
302	1016	660
303	1018	656
304	1025	655
305	1028	652
306	1032	649
307	1036	646
308	1042	644
309	1046	641
310	1049	637
311	1052	634
312	1056	631
313	1059	627
314	1064	624
315	1066	621
316	1069	617
317	1074	614
318	1076	611
319	1079	607
320	1082	603
321	1087	601
322	1090	597
323	1093	593
324	1095	590
325	1098	586
326	1101	582
327	1106	580
328	1110	577
329	1113	573
330	1115	569
331	1120	566
332	1122	562
333	1125	559
334	1127	555
335	1130	551
336	1133	548
337	1137	545
338	1141	541
339	1144	538
340	1147	534
341	1152	532
342	1155	529
343	1162	527
344	1164	523
345	1169	520
346	1175	518
347	1178	514
348	1181	511
349	1185	507
350	1188	504
351	1192	501
352	1204	501
353	1212	500
354	1225	500
355	1237	500
356	1247	499
357	1254	497
358	1262	495
359	1289	501
360	1305	502
