iter	Passed	Remaining
192	519	826
193	522	823
194	524	820
195	527	818
196	530	815
197	532	812
198	534	809
199	537	805
200	539	802
201	543	802
202	546	799
203	548	796
204	551	793
205	553	790
206	555	786
207	559	785
208	561	782
209	564	779
210	566	776
211	569	773
212	571	770
213	575	769
214	578	766
215	580	763
216	582	760
217	585	757
218	587	754
219	591	752
220	594	749
221	596	747
222	599	744
223	601	741
224	604	738
225	608	737
226	610	734
227	612	731
228	615	728
229	617	725
230	620	722
231	623	720
232	625	717
233	628	714
234	630	711
235	633	708
236	635	705
237	639	704
238	642	701
239	644	698
240	646	695
241	649	692
242	651	689
243	655	687
244	657	684
245	660	681
246	662	678
247	664	675
248	667	672
249	670	670
250	673	667
251	675	664
252	678	662
253	680	659
254	683	656
255	686	654
256	689	651
257	692	649
258	694	646
259	697	643
260	700	641
261	704	639
262	706	636
263	708	633
264	711	630
265	714	628
266	716	625
267	719	623
268	722	620
269	724	617
270	727	614
271	729	611
272	732	608
273	736	607
274	738	604
275	740	601
276	743	598
277	745	595
278	748	592
279	751	590
280	754	587
281	756	584
282	762	584
283	769	585
284	775	585
285	779	582
286	779	582
287	786	580
288	788	577
289	792	575
290	795	573
291	797	570
292	800	567
293	803	564
294	807	563
295	812	561
296	815	558
297	817	556
298	820	553
299	823	551
300	826	548
301	828	545
302	831	542
303	833	539
304	836	536
305	840	534
306	842	531
307	844	528
308	847	525
309	849	522
310	852	519
311	855	517
312	858	514
313	861	511
314	863	509
315	866	506
316	868	503
317	872	501
318	875	498
319	878	495
320	880	492
321	883	489
322	886	487
323	889	484
324	891	481
325	893	478
326	896	475
327	898	472
328	902	470
329	905	468
330	909	465
331	911	462
332	914	459
333	916	456
334	920	454
335	923	451
336	925	448
337	928	446
338	930	443
339	932	440
340	936	438
341	939	435
342	941	432
343	943	429
344	946	426
345	948	423
346	951	420
347	954	417
348	956	415
349	958	412
350	961	409
351	963	406
352	966	403
353	969	400
354	971	398
355	974	395
356	976	392
357	979	389
358	981	386
359	984	383
360	987	381
361	989	378
362	992	375
363	994	372
364	997	369
365	1001	367
366	1003	364
367	1005	361
368	1008	358
369	1010	356
370	1013	353
371	1016	350
372	1018	347
373	1022	345
374	1024	342
375	1027	339
376	1030	337
377	1033	334
378	1035	331
379	1038	328
380	1040	325
381	1043	323
382	1047	320
383	1050	318
384	1053	315
385	1055	312
386	1058	309
387	1061	307
388	1064	304
389	1067	301
390	1069	298
391	1071	296
392	1074	293
393	1076	290
394	1084	289
395	1087	286
396	1090	283
397	1092	280
398	1097	278
399	1100	275
400	1102	272
401	1104	270
402	1107	267
403	1110	264
404	1113	261
405	1116	259
406	1118	256
407	1121	253
408	1123	250
409	1128	248
410	1132	245
411	1134	242
412	1136	240
413	1139	237
414	1141	234
415	1144	231
416	1147	228
417	1149	226
418	1151	223
419	1154	220
420	1156	217
421	1160	215
422	1162	212
423	1165	209
424	1167	206
425	1170	203
426	1172	200
427	1176	198
428	1178	195
429	1180	192
430	1183	189
431	1185	187
432	1189	184
433	1204	183
434	1208	181
435	1211	178
436	1214	175
437	1217	172
438	1219	169
439	1222	167
440	1225	164
441	1227	161
442	1230	158
443	1232	155
444	1235	152
445	1237	150
446	1241	147
447	1243	144
448	1245	141
449	1248	139
450	1250	136
451	1253	133
452	1256	130
453	1259	127
454	1261	125
455	1264	122
456	1266	119
457	1269	116
458	1272	113
459	1275	111
460	1277	108
461	1279	105
462	1282	102
463	1284	99
464	1287	97
465	1290	94
466	1292	91
467	1295	88
468	1297	85
469	1299	83
470	1302	80
471	1305	77
472	1307	74
473	1310	72
474	1312	69
475	1314	66
476	1317	63
477	1320	60
478	1323	58
479	1326	55
480	1328	52
481	1331	49
482	1333	47
483	1336	44
484	1339	41
485	1341	38
486	1344	35
487	1346	33
488	1349	30
489	1353	27
490	1355	24
491	1358	22
492	1361	19
493	1363	16
494	1366	13
495	1369	11
496	1372	8
497	1374	5
498	1376	2
499	1379	0
