iter	Passed	Remaining
0	2	85
1	5	95
2	7	93
3	9	87
4	11	83
5	14	80
6	16	77
7	18	74
8	21	75
9	24	73
10	26	71
11	31	73
12	35	74
13	39	72
14	45	75
15	49	74
16	56	76
17	61	75
18	67	74
19	73	73
20	79	71
21	82	67
22	89	66
23	95	63
24	99	59
25	104	56
26	106	51
27	109	46
28	112	42
29	116	38
30	119	34
31	123	30
32	125	26
33	129	22
34	134	19
35	138	15
36	145	11
37	150	7
38	154	3
39	158	0
