iter	Logloss
142	0.2012449598
143	0.2008935306
144	0.2005364132
145	0.2002011657
146	0.1997761794
147	0.1994515447
148	0.1990851232
149	0.1988316863
150	0.1984920076
151	0.1979395817
152	0.1973447187
153	0.1969270853
154	0.1965819454
155	0.1962231671
156	0.1957144055
157	0.19551871
158	0.1952829598
159	0.1948662033
160	0.1944628787
161	0.1940798752
162	0.1937034986
163	0.1933713579
164	0.1930040379
165	0.1926763982
166	0.1923080246
167	0.1919273934
168	0.1915596909
169	0.1912425658
170	0.1909612034
171	0.1906718733
172	0.1903859781
173	0.1900100786
174	0.1897973742
175	0.1894720059
176	0.1891477456
177	0.1887831446
178	0.1884040201
179	0.1880684089
180	0.1877329777
181	0.1874112085
182	0.1870446475
183	0.1867032069
184	0.1864068666
185	0.1861487314
186	0.1858505985
187	0.1855724666
188	0.1851332323
189	0.1847813106
190	0.1844776171
191	0.1842718505
192	0.1839690439
193	0.183705462
194	0.1833480901
195	0.1829860749
196	0.182717806
197	0.1824411984
198	0.1822163536
199	0.1819983521
200	0.1817277448
201	0.1813848194
202	0.1810784299
203	0.1808683272
204	0.1805823842
205	0.1802933826
206	0.1800143029
207	0.1797119042
208	0.1793492897
209	0.1791111523
210	0.1788428207
211	0.1785265966
212	0.1781808362
213	0.1779816604
214	0.1776488982
215	0.1774105801
216	0.1770123471
217	0.1766375206
218	0.1763889503
219	0.1760640685
220	0.1758073017
221	0.1755947792
222	0.1753495835
223	0.175111842
224	0.1748548523
225	0.1746073814
226	0.1744333794
227	0.1741571349
228	0.1739007672
229	0.1735695044
230	0.1734183528
231	0.1731086205
232	0.1729214122
233	0.172638059
234	0.1723974156
235	0.1720861531
236	0.1717609841
237	0.1715211892
238	0.1712071613
239	0.1708631719
240	0.1705267269
241	0.1702060563
242	0.1699925416
243	0.1695991297
244	0.16936484
245	0.1689884773
246	0.1687276311
247	0.1684639103
248	0.168252533
249	0.1679755164
250	0.1677235676
251	0.1675012666
252	0.1671159366
253	0.1668892051
254	0.1667085797
255	0.1664923179
256	0.1661200359
257	0.1659017633
258	0.1656231033
259	0.1653095948
260	0.1650880895
261	0.1647577013
262	0.164456255
263	0.1642479759
264	0.1639562176
265	0.1637055836
266	0.1632768646
267	0.1630689515
268	0.1628838004
269	0.1626170653
270	0.1623802802
271	0.1621358828
272	0.1619681293
273	0.161587453
274	0.1612429458
275	0.1610263594
276	0.1607674632
277	0.1604537793
278	0.1602865184
279	0.1600283333
280	0.1598756391
281	0.1596449245
282	0.159391338
283	0.1592061026
284	0.1589355143
285	0.1586240156
286	0.1583924683
287	0.1581347908
288	0.1579331314
289	0.1576243641
290	0.157304184
291	0.1570542637
292	0.1567778486
293	0.1565855881
294	0.1563329706
295	0.1560607247
296	0.1557994209
297	0.15563704
298	0.1553740537
299	0.1551726665
300	0.1549724677
301	0.1547886355
302	0.1546424131
303	0.1544172665
304	0.1541808389
305	0.1539414488
306	0.1537128624
307	0.1534470722
308	0.1532287755
309	0.153020504
310	0.1528189175
311	0.1525397311
312	0.1523506324
313	0.1521434472
314	0.1518607998
315	0.1516489338
316	0.151351308
317	0.1511125679
318	0.1508092568
319	0.1506120275
320	0.1503514696
321	0.1501887003
322	0.1500689691
323	0.1498498795
324	0.149702278
325	0.1495068198
326	0.1493072529
327	0.1490870485
328	0.1488852472
329	0.1487227395
330	0.1485633804
331	0.1483872097
332	0.1482075674
333	0.1478585804
334	0.1475586685
335	0.1474145044
336	0.1470908129
337	0.1468495652
338	0.1467200385
339	0.1463428285
340	0.1460720657
341	0.1458516697
342	0.145673674
343	0.1455025605
344	0.1452281183
345	0.1449484104
346	0.1447573134
347	0.1445912331
348	0.1442536847
349	0.1440396379
350	0.1438334183
351	0.1435402987
352	0.1432918181
353	0.1430538497
354	0.1427703974
355	0.1426320298
356	0.1423980278
357	0.1421247099
358	0.1419445756
359	0.1416529309
360	0.1414882983
361	0.141222574
362	0.1409712484
363	0.1408220051
364	0.1405658111
365	0.1403808643
366	0.1401581131
367	0.1399420343
368	0.1396661719
369	0.1394993958
370	0.1393138985
371	0.1390757993
372	0.1389583644
373	0.1388144814
374	0.1385384265
375	0.1383574439
376	0.1381019729
377	0.1379165292
378	0.1377140722
379	0.1374842056
380	0.1373179274
381	0.1370614434
382	0.1368741519
383	0.136555036
384	0.1363177739
385	0.1361200894
386	0.135994323
387	0.1357914955
388	0.1355889961
389	0.1353999387
390	0.1351655893
391	0.1350271306
392	0.1348413535
393	0.1347173622
394	0.1345439092
395	0.1343298199
396	0.1341035164
397	0.1339704398
398	0.133808501
399	0.1336470435
400	0.1335349611
401	0.133303867
402	0.1331087225
403	0.1329796381
404	0.1327307437
405	0.1325665417
406	0.1323387156
407	0.1321067021
408	0.1319071926
409	0.13171233
410	0.1315532469
411	0.1313971339
412	0.1311969331
413	0.1310334351
414	0.1308387707
415	0.1306789213
416	0.1304465501
417	0.1301766212
418	0.1299740038
419	0.1297097848
420	0.1295023253
421	0.1293378988
422	0.1291688822
423	0.1289703905
424	0.1287836007
425	0.128658264
426	0.1285465686
427	0.128271425
428	0.1279264495
429	0.1276587912
430	0.1275227436
431	0.1272885332
432	0.1271560722
433	0.1269078777
434	0.1267415929
435	0.1265263789
436	0.1263910363
437	0.1262039676
438	0.1260743392
439	0.125864483
440	0.1256219585
441	0.125416281
442	0.1252305391
443	0.1250739772
444	0.1249050636
445	0.1247495377
446	0.124535683
447	0.1243452192
448	0.1241149347
449	0.1239854267
450	0.123806673
451	0.123619605
452	0.123451794
453	0.1232527478
454	0.1231037686
455	0.1229690688
456	0.1228249511
457	0.1226074708
458	0.122437365
459	0.1222555103
460	0.1220907863
461	0.1219324394
462	0.1217696177
463	0.1215008434
464	0.1212979765
465	0.1211159305
466	0.1209401082
467	0.1207558405
468	0.1206546228
469	0.1205104248
470	0.1203206869
471	0.1201479789
472	0.1200293044
473	0.1198426186
474	0.1196746397
475	0.119420692
476	0.1191920089
477	0.1190110476
478	0.1188020794
479	0.1187019431
480	0.1185730366
481	0.1184407467
482	0.1182931892
483	0.1181438914
484	0.1180171792
485	0.1179133909
486	0.1177656074
487	0.1175942595
488	0.1174576844
489	0.1172621649
490	0.1170462079
491	0.1169089604
492	0.1167045805
493	0.1165094778
494	0.1163620191
495	0.1162232282
496	0.1160566648
497	0.1158479727
498	0.1156585115
499	0.1155380221
